keytermId,courseId,keyterm,page,chapterId,sectionId,wikipedia_term,definition,wiki_url
320477,c86c8c8d-dca6-41cd-a010-a83e40d93e75,cutoff high,0,0,0,,Anticyclonic circulation system that separates from the prevailing westerly airflow and therefore remains stationary.,
320478,c86c8c8d-dca6-41cd-a010-a83e40d93e75,cutoff low,0,0,0,,,
100201,c86c8c8d-dca6-41cd-a010-a83e40d93e75,cyclogenesis,273,10,2,cyclogenesis,,https://en.wikipedia.org/wiki/Cyclogenesis
30113,c86c8c8d-dca6-41cd-a010-a83e40d93e75,daily range of temperature,71,3,1,daily_range_of_temperature,The difference between the maximum and minimum temperatures for any given day.,https://en.wikipedia.org/wiki/Mediterranean_climate
110210,c86c8c8d-dca6-41cd-a010-a83e40d93e75,dart leader,322,11,2,dart_leader,,https://en.wikipedia.org/wiki/Lightning
320479,c86c8c8d-dca6-41cd-a010-a83e40d93e75,degree days,0,0,0,,Computed from each day's mean temperature (max+min/2). For each degree that a day's mean temperature is below or above a reference temperature is counted as one degree day.,
150201,c86c8c8d-dca6-41cd-a010-a83e40d93e75,dendrochronology,434,15,2,dendrochronology,,https://en.wikipedia.org/wiki/Dendrochronology
320480,c86c8c8d-dca6-41cd-a010-a83e40d93e75,density,0,0,0,,The ratio of the mass of a substance to the volume occupied by it.,
320481,c86c8c8d-dca6-41cd-a010-a83e40d93e75,deposition,0,0,0,,A process that occurs in subfreezing air when water vapor changes directly to ice without becoming a liquid first. (Also called sublimation in meteorology.),
320482,c86c8c8d-dca6-41cd-a010-a83e40d93e75,deposition nuclei,0,0,0,,Tiny particles in the atmosphere that serve as the core of tiny ice crystals as water vapor changes to the solid form. These are also called ice nuclei.,
110158,c86c8c8d-dca6-41cd-a010-a83e40d93e75,derecho,308,11,1,derecho,,https://en.wikipedia.org/wiki/Derecho
320483,c86c8c8d-dca6-41cd-a010-a83e40d93e75,desert,0,0,0,,One of two types of dry climate-the driest of the dry climates.,
150501,c86c8c8d-dca6-41cd-a010-a83e40d93e75,desertification,448,15,5,desertification,,https://en.wikipedia.org/wiki/Desertification
40101,c86c8c8d-dca6-41cd-a010-a83e40d93e75,dew,96,4,1,dew,Water that has condensed onto objects near the ground when their temperatures have fallen below the dew point of the surface air.,https://en.wikipedia.org/wiki/Dew
30213,c86c8c8d-dca6-41cd-a010-a83e40d93e75,dew point,82,3,2,dew_point,The temperature to which air must be cooled (at constant pressure and constant water vapor content) for saturation to occur. When the dew point falls below freezing it is called the frost point.,https://en.wikipedia.org/wiki/Dew_point
10458,c86c8c8d-dca6-41cd-a010-a83e40d93e75,dew-point temperature,24,1,4,dew_point,The temperature to which air must be cooled (at constant pressure and constant water vapor content) for saturation to occur. When the dew point falls below freezing it is called the frost point.,https://en.wikipedia.org/wiki/Dew_point
320484,c86c8c8d-dca6-41cd-a010-a83e40d93e75,diffraction,0,0,0,,"The bendig of light around objects, such as cloud and fog droplets, producing fringes of light and dark or colored bands.",
320485,c86c8c8d-dca6-41cd-a010-a83e40d93e75,diffuse insolation,0,0,0,,"Solar radiation that is scattered or reflected by atmospheric components (clouds, for example) to the earth's surface.",
320486,c86c8c8d-dca6-41cd-a010-a83e40d93e75,direct insolation ,0,0,0,,Solar radiation that is transmitted directly through the atmosphere to the earth's surface without interacting with atmospheric components.,
110110,c86c8c8d-dca6-41cd-a010-a83e40d93e75,dissipating stage,300,11,1,dissipating_stage,,https://en.wikipedia.org/wiki/Tornado
30116,c86c8c8d-dca6-41cd-a010-a83e40d93e75,diurnal range of temperature,71,3,1,diurnal_range_of_temperature,,https://en.wikipedia.org/wiki/Climatic_regions_of_India
100304,c86c8c8d-dca6-41cd-a010-a83e40d93e75,divergence,276,10,3,Low-pressure_area,An atmospheric condition that exists when the winds cause a horizontal net outflow of air from a specific region.,https://en.wikipedia.org/wiki/Low-pressure_area
80110,c86c8c8d-dca6-41cd-a010-a83e40d93e75,doldrums,209,8,1,doldrums,,https://en.wikipedia.org/wiki/Doldrums
120701,c86c8c8d-dca6-41cd-a010-a83e40d93e75,Doppler radar,353,12,7,Doppler_radar,,https://en.wikipedia.org/wiki/Doppler_radar
110137,c86c8c8d-dca6-41cd-a010-a83e40d93e75,downburst,303,11,1,downburst,A severe localized downdraft that can be experienced beneath a severe thunderstorm. (Compare Microburst),https://en.wikipedia.org/wiki/Downburst
320487,c86c8c8d-dca6-41cd-a010-a83e40d93e75,downbursts,0,0,0,,,
110113,c86c8c8d-dca6-41cd-a010-a83e40d93e75,downdraft,300,11,1,downdraft,"Downward moving air, usually within a thunderstorm cell.",https://en.wikipedia.org/wiki/Vertical_draft
320488,c86c8c8d-dca6-41cd-a010-a83e40d93e75,drainage basin,0,0,0,,A fixed geographical region from which a river and its tributaries drain water.,
60201,c86c8c8d-dca6-41cd-a010-a83e40d93e75,drizzle,152,6,2,drizzle,Small drops between 0.2 and 0.5 mm in diameter that fall slowly and reduce visibility more than light rain.,https://en.wikipedia.org/wiki/Drizzle
60310,c86c8c8d-dca6-41cd-a010-a83e40d93e75,drought,169,6,3,drought,A period of abnormally dry weather sufficiently long enough to cause serious effects on agriculture and other activities in the affected area.,https://en.wikipedia.org/wiki/Drought
50116,c86c8c8d-dca6-41cd-a010-a83e40d93e75,dry adiabatic,123,5,1,dry_adiabatic,The rate of change of temperature in a rising or descending unsaturated air parcel. The rate of adiabatic cooling or warming is 10ºC per 1000 m (5.5ºF per 1000 ft).,https://en.wikipedia.org/wiki/Lapse_rate
50110,c86c8c8d-dca6-41cd-a010-a83e40d93e75,dry adiabatic rate,123,5,1,dry_adiabatic_rate,The rate of change of temperature in a rising or descending unsaturated air parcel. The rate of adiabatic cooling or warming is 10ºC per 1000 m (5.5ºF per 1000 ft).,https://en.wikipedia.org/wiki/Lapse_rate
320489,c86c8c8d-dca6-41cd-a010-a83e40d93e75,dry climate,0,0,0,,A climate in which yearly precipitation is not as great as the potential loss of water by evaporation.,
110234,c86c8c8d-dca6-41cd-a010-a83e40d93e75,dry lightning,325,11,2,dry_lightning,,https://en.wikipedia.org/wiki/Dry_thunderstorm
100501,c86c8c8d-dca6-41cd-a010-a83e40d93e75,dry slot,283,10,5,dry_slot,,https://en.wikipedia.org/wiki/Hook_echo
90228,c86c8c8d-dca6-41cd-a010-a83e40d93e75,dryline,259,9,2,dryline,,https://en.wikipedia.org/wiki/Dry_line
320490,c86c8c8d-dca6-41cd-a010-a83e40d93e75,dust devil,0,0,0,,"A small but rapidly rotating wind made visible by the dust, sand, and debris it picks up from the surface. It develops best on clear, dry, hot afternoons.",
80352,c86c8c8d-dca6-41cd-a010-a83e40d93e75,dust devils,232,8,3,dust_devils,,https://en.wikipedia.org/wiki/Dust_devil
80343,c86c8c8d-dca6-41cd-a010-a83e40d93e75,duststorms,231,8,3,duststorms,,https://en.wikipedia.org/wiki/Dust_storm
130101,c86c8c8d-dca6-41cd-a010-a83e40d93e75,easterly wave,362,13,1,easterly_wave,,https://en.wikipedia.org/wiki/Tropical_wave
150319,c86c8c8d-dca6-41cd-a010-a83e40d93e75,eccentricity,441,15,3,eccentricity,,https://en.wikipedia.org/wiki/Eccentricity
320491,c86c8c8d-dca6-41cd-a010-a83e40d93e75,eddy,0,0,0,,A small volume of air (or any fluid) that behaves differently from the larger flow in which it exists.,
120313,c86c8c8d-dca6-41cd-a010-a83e40d93e75,EF scale,342,12,3,EF_scale,,https://en.wikipedia.org/wiki/Enhanced_Fujita_scale
320492,c86c8c8d-dca6-41cd-a010-a83e40d93e75,effective emissivity,0,0,0,,,
140502,c86c8c8d-dca6-41cd-a010-a83e40d93e75,El Nino,418,14,5,El_Nino,,https://en.wikipedia.org/wiki/El_Ni%C3%B1o
20125,c86c8c8d-dca6-41cd-a010-a83e40d93e75,electromagnetic waves,41,2,1,electromagnetic_waves,"Electromagnetic radiation (EM radiation or EMR) is the radiant energy released by certain electromagnetic processes. Visible light is electromagnetic radiation, as is invisible light, such as radio, infrared, and X-rays.",https://en.wikipedia.org/wiki/Electromagnetic_radiation
320493,c86c8c8d-dca6-41cd-a010-a83e40d93e75,emissivity,0,0,0,,The fractional amount of radiation emitted by a given object or substance in comparison to the amount emitted by a perfect emitter.,
320494,c86c8c8d-dca6-41cd-a010-a83e40d93e75,emittance,0,0,0,,The rate at which a black body radiates energy across all wave-lengths.,
140316,c86c8c8d-dca6-41cd-a010-a83e40d93e75,ensemble forecasting,407,14,3,ensemble_forecasting,,https://en.wikipedia.org/wiki/Ensemble_forecasting
140507,c86c8c8d-dca6-41cd-a010-a83e40d93e75,ENSO,419,14,5,ENSO,,https://en.wikipedia.org/wiki/El_Ni%C3%B1o%E2%80%93Southern_Oscillation
50304,c86c8c8d-dca6-41cd-a010-a83e40d93e75,entrainment,134,5,3,entrainment,The mixing of environmental air into a preexisting air current or cloud so that the environmental air becomes part of the current or cloud.,https://en.wikipedia.org/wiki/Entrainment
50204,c86c8c8d-dca6-41cd-a010-a83e40d93e75,environmental lapse rate,124,5,2,environmental_lapse_rate,The rate of decrease of temperature with elevation. It is most often measured with a radiosonde.,https://en.wikipedia.org/wiki/Lapse_rate
320495,c86c8c8d-dca6-41cd-a010-a83e40d93e75,equilibrium vapor pressure,0,0,0,,The necessary vapor pressure around liquid water that allows the water to remain in equilibrium with its environment. Also called saturation vapor pressure.,
320496,c86c8c8d-dca6-41cd-a010-a83e40d93e75,equinox,0,0,0,,The time when the sun crosses the plane of the earth's equator occurring about March 21 and September 22.,
10452,c86c8c8d-dca6-41cd-a010-a83e40d93e75,evaporation,22,1,4,evaporation,The process by which a liquid changes into a gas.,https://en.wikipedia.org/wiki/Evaporation
40207,c86c8c8d-dca6-41cd-a010-a83e40d93e75,evaporation fog,99,4,2,evaporation_fog,"Fog produced when sufficient water vapor is added to the air by evaporation. The two common types are steam fog, which forms when cold air moves over warm water, and frontal fog, which forms as warm raindrops evaporate in a cool air mass.",https://en.wikipedia.org/wiki/Fog
320497,c86c8c8d-dca6-41cd-a010-a83e40d93e75,evapotranspiration ,0,0,0,,Vaporization of water through direct evaporation from wet surfaces and the release of water vapor by vegetation.,
320438,c86c8c8d-dca6-41cd-a010-a83e40d93e75,evapotranspiraton,0,0,0,,"The rate of water lost from vegetation and soil, ordinarily at a slower rate than the potential rate.",
320498,c86c8c8d-dca6-41cd-a010-a83e40d93e75,exosphere,0,0,0,,The outermost portion of the atmosphere.,
130201,c86c8c8d-dca6-41cd-a010-a83e40d93e75,eye,363,13,2,eye,,https://en.wikipedia.org/wiki/Eye
130204,c86c8c8d-dca6-41cd-a010-a83e40d93e75,eyewall,363,13,2,eyewall,,https://en.wikipedia.org/wiki/Eye_(cyclone)
130304,c86c8c8d-dca6-41cd-a010-a83e40d93e75,eyewall replacement,368,13,3,eyewall_replacement,,https://en.wikipedia.org/wiki/Eye_(cyclone)
10404,c86c8c8d-dca6-41cd-a010-a83e40d93e75,Fahrenheit,14,1,4,Fahrenheit,"Fahrenheit is a temperature scale based on one proposed in 1724 by the Polish-born German physicist Daniel Gabriel Fahrenheit (1686–1736), after whom the scale is named. It uses the degree Fahrenheit (symbol °F) as the unit.",https://en.wikipedia.org/wiki/Fahrenheit
320499,c86c8c8d-dca6-41cd-a010-a83e40d93e75,fall freeze date,0,0,0,,The date of occurrence in the fall of the first minimum at or below a temperature threshold.,
320500,c86c8c8d-dca6-41cd-a010-a83e40d93e75,fall streaks ,0,0,0,,Falling ice crystals that evaporate before reaching the ground.,
60301,c86c8c8d-dca6-41cd-a010-a83e40d93e75,flash flood,165,6,3,flash_flood,"A flood that rises and falls quite rapidly with little or no advance warning, usually as the result of intense rainfall over a relatively small area.",https://en.wikipedia.org/wiki/Flash_flood
60210,c86c8c8d-dca6-41cd-a010-a83e40d93e75,flurries,153,6,2,flurries,"Common term for a light snow shower, lasting for only a short period of time.",https://en.wikipedia.org/wiki/Snow_flurry
320501,c86c8c8d-dca6-41cd-a010-a83e40d93e75,foehn,0,0,0,,"A warm, dry wind in the Alps. ",
40107,c86c8c8d-dca6-41cd-a010-a83e40d93e75,fog,97,4,1,fog,A cloud with its base at the earth's surface. It reduces visibility to below 1 km.,https://en.wikipedia.org/wiki/Fog
320502,c86c8c8d-dca6-41cd-a010-a83e40d93e75,forced convection ,0,0,0,,"On a small scale, a form of mechanical stirring taking place when twisting eddies of air are able to mix.",
110219,c86c8c8d-dca6-41cd-a010-a83e40d93e75,forked lightning,324,11,2,forked_lightning,,https://en.wikipedia.org/wiki/Lightning
320503,c86c8c8d-dca6-41cd-a010-a83e40d93e75,free convection ,0,0,0,,Convection triggered by intense solar heating of the earth's surface.,
30107,c86c8c8d-dca6-41cd-a010-a83e40d93e75,freeze,69,3,1,freeze,"A condition occurring over a widespread area when the surface air temperature remains below freezing for a sufficient time to damage certain agricultural crops. A freeze most often occurs as cold air is advected into a region, causing freezing conditions to exist in a deep layer of surface air. Also called advection frost.",https://en.wikipedia.org/wiki/Freeze
320504,c86c8c8d-dca6-41cd-a010-a83e40d93e75,freeze free season,0,0,0,,The number of days between the last spring freeze date and the first fall freeze date.,
320505,c86c8c8d-dca6-41cd-a010-a83e40d93e75,freezing drizzle ,0,0,0,,Drizzle that falls in liquid form and then freezes upon striking a cold object or ground. Both can produce a coating of ice on objects which is called glaze.,
60243,c86c8c8d-dca6-41cd-a010-a83e40d93e75,freezing rain,157,6,2,freezing_rain,Rain that falls in liquid form and then freezes upon striking a cold object or ground. Both can produce a coating of ice on objects which is called glaze.,https://en.wikipedia.org/wiki/Freezing_rain
70501,c86c8c8d-dca6-41cd-a010-a83e40d93e75,friction layer,192,7,5,friction_layer,"An alternative, somewhat inappropriate, name for the atmospheric boundary layer.",http://glossary.ametsoc.org/wiki/Friction_layer
90201,c86c8c8d-dca6-41cd-a010-a83e40d93e75,front,251,9,2,front,The transition zone between two distinct air masses.,https://en.wikipedia.org/wiki/Front
320506,c86c8c8d-dca6-41cd-a010-a83e40d93e75,frontal fog ,0,0,0,,"Fog produced when sufficient water vapor is added to the air by evaporation. The two common types are steam fog, which forms when cold air moves over warm water, and frontal fog, which forms as warm raindrops evaporate in a cool air mass.",
90210,c86c8c8d-dca6-41cd-a010-a83e40d93e75,frontogenesis,255,9,2,frontogenesis,,https://en.wikipedia.org/wiki/Frontogenesis
90213,c86c8c8d-dca6-41cd-a010-a83e40d93e75,frontolysis,255,9,2,frontolysis,,https://en.wikipedia.org/wiki/Frontolysis
10501,c86c8c8d-dca6-41cd-a010-a83e40d93e75,fronts,28,1,5,Weather_front,"A weather front is a boundary separating two masses of air of different densities, and is the principal cause of meteorological phenomena. In surface weather analyses, fronts are depicted using various colored triangles and half-circles, depending on the type of front. The air masses separated by a front usually differ in temperature and humidity. ",https://en.wikipedia.org/wiki/Weather_front
40104,c86c8c8d-dca6-41cd-a010-a83e40d93e75,frost,96,4,1,frost,A covering of ice produced by deposition (sublimation) on exposed surfaces when the air temperature falls below the frost point (the dew point is below freezing).,https://en.wikipedia.org/wiki/Frost
30204,c86c8c8d-dca6-41cd-a010-a83e40d93e75,frostbite,81,3,2,frostbite,"Injury to body tissues caused by exposure to extreme cold, typically affecting the nose, fingers, or toes and sometimes resulting in gangrene.",https://en.wikipedia.org/wiki/Frostbite
320507,c86c8c8d-dca6-41cd-a010-a83e40d93e75,frozen dew,0,0,0,,The transformation of liquid dew into tiny beads of ice when the air temperature drops below freezing.,
120316,c86c8c8d-dca6-41cd-a010-a83e40d93e75,Fujita scale,342,12,3,Fujita_scale,,https://en.wikipedia.org/wiki/Fujita_scale
110237,c86c8c8d-dca6-41cd-a010-a83e40d93e75,fulgurite,325,11,2,fulgurite,,https://en.wikipedia.org/wiki/Fulgurite
120101,c86c8c8d-dca6-41cd-a010-a83e40d93e75,funnel cloud,334,12,1,funnel_cloud,A rotating conelike cloud that extends down-ward from the base of a thunderstorm. When it reaches the surface it is called a tornado.,https://en.wikipedia.org/wiki/Funnel_cloud
80104,c86c8c8d-dca6-41cd-a010-a83e40d93e75,general circulation,208,8,1,general_circulation,"In its broadest sense, the complete statistical description of large scale atmospheric motions.",https://en.wikipedia.org/wiki/Mars_general_circulation_model
80101,c86c8c8d-dca6-41cd-a010-a83e40d93e75,general circulation of the atmosphere,208,8,1,general_circulation_of_the_atmosphere,"In its broadest sense, the complete statistical description of large scale atmospheric motions.",https://en.wikipedia.org/wiki/Mars_general_circulation_model
150510,c86c8c8d-dca6-41cd-a010-a83e40d93e75,geoengineering,461,15,5,geoengineering,,https://en.wikipedia.org/wiki/Geoengineering
40404,c86c8c8d-dca6-41cd-a010-a83e40d93e75,geostationary,114,4,4,geostationary,"A geostationary orbit, geostationary Earth orbit or geosynchronous equatorial orbit[1] (GEO) is a circular orbit 35,786 kilometres (22,236 mi) above the Earth's equator and following the direction of the Earth's rotation.[2] An object in such an orbit has an orbital period equal to the Earth's rotational period (one sidereal day) and thus appears motionless, at a fixed position in the sky, to ground observers.",https://en.wikipedia.org/wiki/Geostationary_orbit
40401,c86c8c8d-dca6-41cd-a010-a83e40d93e75,geostationary satellites,114,4,4,geostationary_satellites,"A geosynchronous satellite is a satellite in geosynchronous orbit, with an orbital period the same as the Earth's rotation period. Such a satellite returns to the same position in the sky after each sidereal day, and over the course of a day traces out a path in the sky that is typically some form of analemma.",https://en.wikipedia.org/wiki/Geosynchronous_satellite
70404,c86c8c8d-dca6-41cd-a010-a83e40d93e75,geostrophic,188,7,4,geostrophic,"Referring to the balance, in the atmosphere, between the horizontal Coriolis forces and the horizontal pressure forces.",http://glossary.ametsoc.org/wiki/Geostrophic
70401,c86c8c8d-dca6-41cd-a010-a83e40d93e75,geostrophic wind,188,7,4,geostrophic_wind,"A theoretical horizontal wind blowing in a straight path, parallel to the isobars or contours, at a constant speed. The geostrophic wind results when the Coriolis force exactly balances the horizontal pressure gradient force.",https://en.wikipedia.org/wiki/Geostrophic_wind
320508,c86c8c8d-dca6-41cd-a010-a83e40d93e75,glaciated cloud,0,0,0,,A cloud or portion of a cloud where only ice crystals exist.,
320509,c86c8c8d-dca6-41cd-a010-a83e40d93e75,glaciation,0,0,0,,"The conversion of all the supercooled liquid water in a cloud into ice crystals, thus reducing the growth rate of ice crystals and hail.",
320510,c86c8c8d-dca6-41cd-a010-a83e40d93e75,glaze,0,0,0,,A coating of ice on objects formed when supercooled rain freezes on contact. A storm that produces glaze is called an icing storm.,
150101,c86c8c8d-dca6-41cd-a010-a83e40d93e75,global warming,432,15,1,global_warming,,https://en.wikipedia.org/wiki/Global_warming
320511,c86c8c8d-dca6-41cd-a010-a83e40d93e75,glory ,0,0,0,,Colored rings that appear around the shadow of an object.,
70407,c86c8c8d-dca6-41cd-a010-a83e40d93e75,gradient wind,189,7,4,gradient_wind,"In weather, a wind determined by the condition that the horizontal pressure gradient due to the (hydrostatic) distribution of mass balances the Coriolis force due to the earth's rotation.",https://en.wikipedia.org/wiki/Balanced_flow
320512,c86c8c8d-dca6-41cd-a010-a83e40d93e75,graupel ,0,0,0,,See Snow pellets,
320513,c86c8c8d-dca6-41cd-a010-a83e40d93e75,green flash,0,0,0,,"A small, green color that occasionally appears on the upper part of the sun as it rises or sets.",
20213,c86c8c8d-dca6-41cd-a010-a83e40d93e75,greenhouse effect,46,2,2,greenhouse_effect,The trapping of the sun's warmth in a planet's lower atmosphere due to the greater transparency of the atmosphere to visible radiation from the sun than to infrared radiation emitted from the planet's surface.,https://en.wikipedia.org/wiki/Greenhouse_effect
150310,c86c8c8d-dca6-41cd-a010-a83e40d93e75,greenhouse feedback,439,15,3,greenhouse_feedback,,
20216,c86c8c8d-dca6-41cd-a010-a83e40d93e75,greenhouse gases,46,2,2,greenhouse_gases,A greenhouse gas (sometimes abbreviated GHG) is a gas in an atmosphere that absorbs and emits radiation within the thermal infrared range.,https://en.wikipedia.org/wiki/Greenhouse_gas
320514,c86c8c8d-dca6-41cd-a010-a83e40d93e75,ground fog ,0,0,0,,See Radiation fog.,
320515,c86c8c8d-dca6-41cd-a010-a83e40d93e75,growing degree-day,0,0,0,,A form of the degree-day used as a guide for crop planting and for estimating crop maturity dates.,
320516,c86c8c8d-dca6-41cd-a010-a83e40d93e75,growing season,0,0,0,,The number of days between the last spring freeze date and the first fall freeze date.,
110119,c86c8c8d-dca6-41cd-a010-a83e40d93e75,gust front,301,11,1,gust_front,,https://en.wikipedia.org/wiki/Outflow_boundary
120607,c86c8c8d-dca6-41cd-a010-a83e40d93e75,gustnadoes,350,12,6,gustnadoes,,https://en.wikipedia.org/wiki/Gustnado
80355,c86c8c8d-dca6-41cd-a010-a83e40d93e75,haboob,232,8,3,haboob,A dust or sandstorm that forms as cold downdrafts from a thunderstorm turbulently lift dust and sand into the air.,https://en.wikipedia.org/wiki/Haboob
80107,c86c8c8d-dca6-41cd-a010-a83e40d93e75,Hadley cell,208,8,1,Hadley_cell,"A direct thermally driven and zonally symmetric circulation under the strong influence of the earth's rotation, first proposed by George Hadley in1735 as an explanation for the trade winds.",https://en.wikipedia.org/wiki/Hadley_cell
320517,c86c8c8d-dca6-41cd-a010-a83e40d93e75,hail ,0,0,0,,Solid precipitation in the form of chunks or balls of ice with diameters greater than 5 mm. The stones fall from cumulonimbus clouds.,
60255,c86c8c8d-dca6-41cd-a010-a83e40d93e75,hailstone,159,6,2,hailstone,Transparent or partially opaque particles of ice that range in size from that of a pea to that of golf balls.,https://en.wikipedia.org/wiki/Hail
320518,c86c8c8d-dca6-41cd-a010-a83e40d93e75,hailstones ,0,0,0,,,
60258,c86c8c8d-dca6-41cd-a010-a83e40d93e75,hailstreak,162,6,2,hailstreak,"A single unit of hail, ranging in size from that of a pea to, on rare occasions, exceeding that of a grapefruit (i.e., from 5 mm to more than 15 cm in diameter)",http://glossary.ametsoc.org/wiki/Hailstone
320519,c86c8c8d-dca6-41cd-a010-a83e40d93e75,hair hygrometer,0,0,0,,An instrument used to monitor relative humidity by measuring the changes in the length of human hair that accompany humidity variations.,
320520,c86c8c8d-dca6-41cd-a010-a83e40d93e75,halos ,0,0,0,,Rings or arcs that encircle the sun or moon when seen through an ice crystal cloud or a sky filled with falling ice crystals. Halos are produced by refraction of light.,
40110,c86c8c8d-dca6-41cd-a010-a83e40d93e75,haze,97,4,1,haze,Fine dry or wet dust or salt particles dispersed through a portion of the atmosphere. Individually these are not visible but cumulatively they will diminish visibility.,https://en.wikipedia.org/wiki/Haze
320521,c86c8c8d-dca6-41cd-a010-a83e40d93e75,heat,0,0,0,,A form of energy transferred between systems by virtue of their temperature differences.,
110149,c86c8c8d-dca6-41cd-a010-a83e40d93e75,heat burst,306,11,1,heat_burst,,https://en.wikipedia.org/wiki/Heat_burst
320522,c86c8c8d-dca6-41cd-a010-a83e40d93e75,heat capacity,0,0,0,,The ratio of the heat absorbed (or released) by a system to the corresponding temperature rise (or fall).,
30228,c86c8c8d-dca6-41cd-a010-a83e40d93e75,heat index,87,3,2,heat_index,An index that combines air temperature and relative humidity to determine an apparent temperature-how hot it actually feels.,https://en.wikipedia.org/wiki/Heat_index
110222,c86c8c8d-dca6-41cd-a010-a83e40d93e75,heat lightning,324,11,2,heat_lightning,Distant lightning that illuminates the sky but is too far away for its thunder to be heard.,https://en.wikipedia.org/wiki/Heat_lightning
320523,c86c8c8d-dca6-41cd-a010-a83e40d93e75,heat of fusion ,0,0,0,,Heat released when water changes phase from liquid to solid; 80 calories per gram,
320524,c86c8c8d-dca6-41cd-a010-a83e40d93e75,heat of melting ,0,0,0,,Heat required to change the phase of water from solid to liquid; 80 calories per gram.,
30234,c86c8c8d-dca6-41cd-a010-a83e40d93e75,heat wave,88,3,2,heat_wave,"A heat wave is a prolonged period of excessively hot weather, which may be accompanied by high humidity, especially in oceanic climate countries. While definitions vary,[1] a heat wave is measured relative to the usual weather in the area and relative to normal temperatures for the season. ",https://en.wikipedia.org/wiki/Heat_wave
320525,c86c8c8d-dca6-41cd-a010-a83e40d93e75,heating degree-day,0,0,0,,A form of the degree-day used as an index for fuel consumption. Needed on days when average air temperature falls below 69 ºF (18 ºC); computed by subtracting the day's average temperature from 65 ºF.,
30231,c86c8c8d-dca6-41cd-a010-a83e40d93e75,heatstroke,87,3,2,heatstroke,"Heat stroke, also known as sun stroke, is a severe heat illness, defined as hyperthermia with a body temperature greater than 40.6 °C (105.1 °F) because of environmental heat exposure with lack of thermoregulation.",https://en.wikipedia.org/wiki/Heat_illness
320526,c86c8c8d-dca6-41cd-a010-a83e40d93e75,heiligenschein,0,0,0,,A faint white ring surrounding the shadow of an observer's head on a dew-covered lawn.,
320527,c86c8c8d-dca6-41cd-a010-a83e40d93e75,heterosphere,0,0,0,,"The atmosphere above 80 km (50 mi) where gases are stratified, with concentrations of the heavier gases decreasing more rapidly with altitude than concentrations of the lighter gases.",
320528,c86c8c8d-dca6-41cd-a010-a83e40d93e75,HI,0,0,0,,,
320529,c86c8c8d-dca6-41cd-a010-a83e40d93e75,high inversion fog,0,0,0,,A fog that lifts above the surface but does not completely dissipate because of a strong inversion (usually subsidence) that exists above the fog layer.,
320530,c86c8c8d-dca6-41cd-a010-a83e40d93e75,highland climate ,0,0,0,,Complex pattern of climate conditions associated with mountains. Highland climates are characterized by large differences that occur over short distances.,
320531,c86c8c8d-dca6-41cd-a010-a83e40d93e75,hoarfrost ,0,0,0,,"Fernlike crystals of ice that form by deposition of water vapor on twigs, tree branches, and other vegetation.",
320653,c86c8c8d-dca6-41cd-a010-a83e40d93e75,Homobront,,,,,"1. A line drawn through geographical points at which a given phase of thunderstorm activity occurred simultaneously. 2. In climatology, a line drawn through geographical points that have the same average number of days with thunder in a given period; a type of isoceraunic line.",
320532,c86c8c8d-dca6-41cd-a010-a83e40d93e75,homosphere,0,0,0,,"The atmosphere up to 80 km (50 mi) in which the proportionality of principal gaseous constituents, such as oxygen and nitrogen, is constant.",
120604,c86c8c8d-dca6-41cd-a010-a83e40d93e75,hook echo,349,12,6,hook_echo,,https://en.wikipedia.org/wiki/Hook_echo
80116,c86c8c8d-dca6-41cd-a010-a83e40d93e75,horse latitude,210,8,1,horse_latitude,,https://en.wikipedia.org/wiki/Horse_latitudes
320533,c86c8c8d-dca6-41cd-a010-a83e40d93e75,humid continental climate,0,0,0,,"A relatively severe climate characteristic of broad continents in the middle latitudes between approximately 40 and 50º north latitude. This climate is not found in the southern hemisphere, where the middle latitudes are dominated by the oceans.",
320534,c86c8c8d-dca6-41cd-a010-a83e40d93e75,humid subtropical climate,0,0,0,,"A climate generally located on the eastern side of a continent and characterized by hot, sultry summers and cool winters.",
30207,c86c8c8d-dca6-41cd-a010-a83e40d93e75,humidity,81,3,2,humidity,Humidity is the amount of water vapor in the air. Water vapor is the gaseous state of water and is invisible.,https://en.wikipedia.org/wiki/Humidity
130104,c86c8c8d-dca6-41cd-a010-a83e40d93e75,hurricane,362,13,1,hurricane,A severe tropical cyclone having winds in excess of 64 knots (74 mi/hr).,https://en.wikipedia.org/wiki/Tropical_cyclone
130901,c86c8c8d-dca6-41cd-a010-a83e40d93e75,hurricane warning,391,13,9,hurricane_warning,,https://en.wikipedia.org/wiki/Tropical_cyclone_warnings_and_watches
130904,c86c8c8d-dca6-41cd-a010-a83e40d93e75,hurricane watch,391,13,9,hurricane_watch,,https://en.wikipedia.org/wiki/Tropical_cyclone_warnings_and_watches
10510,c86c8c8d-dca6-41cd-a010-a83e40d93e75,hurricanes,29,1,5,Tropical_cyclone,"A tropical cyclone is a rapidly rotating storm system characterized by a low-pressure center, a closed low-level atmospheric circulation, strong winds, and a spiral arrangement of thunderstorms that produce heavy rain. Depending on its location and strength, a tropical cyclone is referred to by names such as hurricane, typhoon, tropical storm, cyclonic storm, tropical depression, and simply cyclone.",https://en.wikipedia.org/wiki/Tropical_cyclone
